data_fundacao;codigo_cvm;nome_empresa;nome_empresa_b3;cnpj;codigo_b3;setor_atuacao;subsetor_atuacao;segmento;atividade_principal;listada_b3;site_empresa
1961-01-01;19623;Diagnosticos Da America S.a.;Dasa;61486650000183;DASA;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Análises Clínicas E Medicina Diagnóstica;Sim;http://www.dasa3.com.br
1987-01-01;20125;Odontoprev S.a.;Odontoprev;58119199000151;ODPV;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Operadora de Planos Odontológicos;Sim;http://www.odontoprev.com.br/ri
1964-10-23;21881;Fleury S.a.;Fleury;60840055000131;FLRY;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;"(i) Prestação de Serviços Médicos E Medicina Diagnóstica; (ii) Consultoria. Assessoria. Cursos. Gestão de Doenças Crónicas; (iii) Pesquisa E Desenvolvimento; (iv) A Prestação de Serviços A Terceiros";Sim;http://www.fleury.com.br/ri
2010-02-12;22497;Qualicorp Consultoria E Corretora De Seguros S.a.;Qualicorp;11992680000193;QUAL;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Prestação de Serviços E Gestão de Benefícios de Assistência à Saúde.;Sim;http://www.qualicorp.com.br
1992-08-05;24058;Centro De Imagem Diagnosticos S.a.;Alliar;42771949000135;AALR;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Prestação de Serviços de Medicina Diagnóstica;Sim;http://ri.alliar.com/
1977-02-02;24090;Instituto Hermes Pardini S.a.;Hermes Pardini;19378769000176;PARD;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Prestação de Serviços de Medicina Diagnóstica.;Sim;http://www3.hermespardini.com.br/ri
2014-02-18;24384;Notredame Intermedica Participacoes S.a.;Notredame Intermedica;19853511000184;GNDI;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Prestação de Serviços de Assistência à Saúde E Odontológica.;Sim;http://ri.gndi.com.br
2001-08-30;24392;Hapvida Participacoes E Investimentos S.a.;Hapvida;05197443000138;HAPV;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Participação. Como Sócia Ou Acionista. em Outras Empresas. Predominantemente de Assistência Médica. Bem Como A Realização de Investimentos Diretos E A Exploração de Atividades de Prestação de Serviços;Sim;http://www.hapvida.com.br
2011-10-31;24821;Rede D'or Sao Luiz S.a.;Rede D'or;06047087000139;RDOR;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;"";Sim;""
1973-10-15;25690;Hospital Mater Dei S.a.;Mater Dei;16676520000159;MATD;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;"";Sim;""
2011-12-08;25879;Kora Saude Participacoes S.a.;Kora Saude;13270520000166;KRSA;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Prestação de Serviços de Atenção à Saúde Humana. Limpeza. Planos de Saúde. Bem Como Outras Atividades Secundárias de Aluguel de Imóveis E Holding de Instituições Não Financeiras;Sim;""
2010-01-10;26123;Oncoclinicas Do Brasil Servicos Medicos S.a.;Oncoclinicas;12104241000402;ONCO;Saude;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Servicos Medicos, Hospitalares, Analises E Diagnosticos;Exploração de Serviços Médicos. Participação em Outras Sociedades. Nacionais Ou Estrangeiras. Pesquisa E Desenvolvimento Experimental em Ciências Físicas E Naturais. Intermediação em Pesquisa Clínica.;Sim;https://ri.grupooncoclinicas.com/
